Cluster,Data Points
2474,dora muthanna
2475,fairuzia  fadeela
2476,asail sakai
2477,immigration alaqima
2478,hamidan annex
2479,"ritage  hayat, ritage  hayat 1"
2480,zahra  saad
2481,"ruve  madinah, ruve"
2482,roba noora
2483,aknaf  saria
2484,"shali residence, shali"
2485,"milaf, milaf palace"
2486,ibn sultan
2487,"lamah hail, lamah"
2488,joharat  athier
2489,"nilofer  khobar, nilofer  khobar furnished units"
2490,"altelal, altelal villas"
2491,ekram  mansor
2492,rehaba  makkiah
2493,dora artawiyah
2494,aviator's nest
2495,rimal aljazirah
2496,hilwat  jouf
2497,yolanda hall
2498,hasaad  mutawaqa
2499,oyo 653 home furnished apartments
2500,residential hotel
2501,lamssat  saada
2502,"lavona, lavona inn"
2503,burq
2504,aqhwān recreation
2505,"karama towers, karama towers"
2506,"rayhana ward hotel, rayhana  ward"
2507,almosafer hotel
2508,green garden entertainment establishment
2509,muthari new villa
2510,"eairy furnished apartments makkah, eairy apartments   makkah 3"
2511,ibn zamal
2512,"sama tima, sama tima apartments"
2513,secret ben senoui park
2514,"tawfiq plaza, tawfiq plaza"
2515,nsaem lael
2516,akhyar albayet almahbas
2517,"masa  jameel, masa  jameel apartments"
2518,sajin nouran
2519,dana park serviced apartments
2520,merah  shaab
2521,birka  yaqeen
2522,orjwan
2523,aharidh
2524,raslan
2525,international house
2526,raghd alshatea
2527,"sara suites, sara suites hotel, sara apartments  suites"
2528,"dolphin beach resort, dolphin beach"
2529,"azha furnished units, azha furnished residential units"
2530,mas  mardesiah
2531,"mayar, mayar pace"
2532,villa motal hada
2533,"rahah furnished apartments, rahah"
2534,marwiyah  ma'abda
2535,"rawabina apartments, rawabina furnished apartments"
2536,"amwaj suites, amwaj  hamra suites"
2537,"durrat  farhan, durrat  farhan"
2538,"ward nal, ward nal furnished units"
2539,oasys dima
2540,abdullah guram nasser  shahri
2541,mira water front
2542,nozol retaj furnished apartments
2543,"hayat   mustaqb apartments, hayat w mustaqb, hayat w mustaqb"
2544,"asfarayn, asfarayn furnished units"
2545,mohsen farm
2546,zemzem tharwat hotel
2547,"hawil, hawil furnished units"
2548,"buainain apartments, buainain apartment"
2549,"hotel apartment, apartment hotel"
2550,"basma riyadh, basma apartments riyadh"
2551,sama rahati resort
2552,fakhamat  orjoana
2553,warda  madinah
2554,linh homes
2555,"durrat  iwaa hotel, durrat  iwaa"
2556,diar  huda jroul
2557,asaad  sakan    nawras
2558,mutab suites  mursat
2559,mr. kian furnished apartments
2560,khasfi diamond
2561,"ambassador palace hotel apartments, ambassador palace"
2562,"taif suites, taif suites, taif suites"
2563,musjid inn  qaim
2564,"park inn  radisson  azizia makkah, park inn  radisson  azizia"
2565,"ajaweed 2 pace, ajaweed pace"
2566,hukmi residential complex 2
2567,"aram inn apartments, aram inn"
2568,"bateel apartments, bateel palace"
2569,kull  ayyam
2570,"rendezvous, rendezvous jeddah hotel"
2571,rukn  nukhba  masi
2572,ahmed ibrahim yahya shibah entertainment establishment
2573,"masar najd, masar najd 2"
2574,apollo dimora
2575,malaz ar riyadh
2576,sahab  multahab
2577,"atana furnished apartments, atana"
2578,marina jazan hotel
2579,shaza alkamis
2580,loulouh furnished studios
2581,wadi mansak villas
2582,badr  madinah
2583,ghufran safwah
2584,"etab, etab  khobar apartments"
2585,noof  batha'a apartments  bachelors
2586,white roses hotel
2587,exclusive retreats
2588,durrat  hafar
2589,raafa  adwaa
2590,water supplier
2591,alsharmah alfonduqiah
2592,aslam bhatti
2593,darakom hotel services limited
2594,"matal abha, matal apartments"
2595,rwaq alsalam
2596,nights silence
2597,abu na'id diwaniya
2598,"villa vip, vip villa"
2599,faida  masjid  sarrari
2600,"panorama, panorama apartments, panorama hotel"
2601,"bostan  raha apartments, bostan  raha"
2602,"bayt  qimmah, qimmah 2"
2603,east village hotel apartments
2604,mawsim 2
2605,"shiraz suites, shiraz suites"
2606,rawha  nuzhah
2607,mkhtaron alrodah
2608,holiday villa bakka
2609,prime almina
2610,"marble chalet, marble"
2611,"akadonia serviced apartments, akadonia"
2612,"buraq, buraq golden"
2613,"alwan, alwan serviced apartments"
2614,zahrat  masfah three
2615,"ansan, ansan hotel apartments"
2616,"gwen, gwen serviced apartments"
2617,"vienna luxury suites, vienna"
2618,"park town, park town hotel"
2619,"alwaha rose, alwaha"
2620,"ibis styles makkah, ibis styles"
2621,"riyadh  muhajireen, riyadh  muhajireen"
2622,"star misfalah, misfalah"
2623,"warda  bayda, warda  bayda apartments"
2624,"view, view, view apartments"
2625,"baisan golden, baisan suites"
2626,"boudl  tahlia suites, boudl  tahlia, boudl  tahlia"
2627,"ritz carlton jeddah, ritz carlton riyadh, ritz carlton"
2628,"talin apartments riyadh, talin riyadh"
2629,"yara suites, yara apartments, yara"
2630,"nile bird, nile bird residential units"
2631,"city inn, city inn suites"
2632,"layalina palace, palace layalina"
2633,"qat  sharq apartments, qat  sharq"
2634,"eyari company, eyari furnished apartments"
2635,"raoum inn hail, raoum inn"
2636,"makkan suites, makkan hotel"
2637,"khobar fantastic furnished apartments, fantastic"
2638,"bilal makkah hotel, bilal"
2639,"kanaz, kanaz  saad"
2640,"sibar, sibar serviced apartments"
2641,"dar  ward heritage village, ward heritage village"
2642,"ramis chalet, ramis"
2643,"ather apartments, ather inn apartments"
2644,"liwan  kheej, liwan  kheej"
2645,"anqoud  ahmar, 'anqoud  ahmar"
2646,"mirada  banafsaji, mirada  banafsaji"
2647,"burj  yasr, burj  yasr"
2648,"asfar plaza, asfar plaza apartments"
2649,"saray istanbul hotel, saray istanbul"
2650,"dana rayhaan  rotana, dana rayhaan"
2651,"legend, legend furnished apartments"
2652,"infinity, infinity makkah hotel"
2653,"mandareen  sharq, mandareen"
2654,"radisson riyadh airport, radisson airport riyadh"
2655,"suleimaniyah hotel, suleimaniyah, suleimaniyah"
2656,"jiwar, jiwar  madina"
2657,"marjan  khil, marjan  khil"
2658,"durrat  jawari, durrat  jawari apartments"
2659,"yamama pace hotel apartments   sam, yamama pace  sam"
2660,petrol shediya apartments
2661,essa center  furnished apartments
2662,borhan saifudeen apartments
2663,durat raghdan
2664,"qasr  hada, hada"
2665,"shahid  masi, shahid f s"
2666,"yanbu hotel apartments, yanbu 2"
2667,"mercure jeddah  hamra, mercure jeddah  hamra"
2668,"anhal residential units, anhal"
2669,"dar  bayan, dar  bayan hotels"
2670,"juman residential units, juman"
2671,"aja palace, aja apartments"
2672,"iman, dar  iman"
2673,"radisson blu hotel riyadh convention  exhibition center, radisson blu exhibition riyadh, radisson blu riyadh exhibition center"
2674,"madeira apartments, madeira"
2675,"masharef  madin hotel apartments, masharef  madin, masharef  madin furnished apartments, masharef  madin hotel suites"
2676,"rihaanat  ward, rihaanat"
2677,"riyadh luxury villa, luxury villa"
2678,"fawz, fawz residences"
2679,um khaled
2680,"aziz abdulrahman  otaibi, aziz  otaibi"
2681,"midan, boudl  midan"
2682,furnished apartments (monthly basis)
2683,"anwar  madain, anwar  madain apartments"
2684,"kaec sea view, kaec sea view, kaec star sea view"
2685,"akila  hamra, akila"
2686,"jalnar, jalnar taybah"
2687,"rahabah, rahabah pace"
2688,silver sand hotel
2689,"luluat  safa, luluat  safa"
2690,"taleen, taleen 2"
2691,"jeddah guests, guests  jeddah"
2692,"radisson blu half moon beach resort, radisson blu half moon bay resort, radisson blu half moon bay"
2693,"za'eer hotel, za'eer  khil"
2694,business boutique hotel
2695,"dana beach chalet, beach chalet"
2696,"damac  jawharah apartment, damac  jawharah tower, damac  jawharah"
2697,"arab hospitality establishment, arab hospitality"
2698,"reem housing, reem housing apartments"
2699,"dar  aya furnished units, dar  aya"
2700,"adagio apartments, adagio"
2701,"dream land, dream land recreation"
2702,"kadi najran, kadi najran hotel"
2703,"azka  safa, azka safa"
2704,"durrat  asil  hadith, durrat  asil  hadith"
2705,abha  jadidah
2706,"luluat  sham, luluat  sham apartments"
2707,"blue city, blue city"
2708,"shama jeddah apartments, shama jeddah"
2709,"madden hotel services, madden"
2710,"ilaf  hamra suites, ilaf suites"
2711,"ayad furnished apartments, ayad suites"
2712,"sahara  sharq, sahara  sharq khobar 1, sahara  sharq apartments"
2713,"burj  jawhara hotel company, burj  jawhara"
2714,"afrah hotel, afrah  taif"
2715,"sahab  andus, sahab  andus apartments"
2716,"qahtani, qahtani apartments, qahtani hotel apartments"
2717,"tala silver residential units 2, tala silver"
2718,"samra  layi, samra"
2719,"courtyard riyadh marriott diplomatic quarter, courtyard  marriott diplomatic quarter, courtyard  marriott riyadh diplomatic quarter"
2720,"azhar pearl hotel, azhar pearl hotel"
2721,"abdulrahman mohammed, mohammed abdulrahman mohammed  ghada'a"
2722,"wardat  dabab, wardat  dabab furnished units"
2723,stars building
2724,"olaya houses, olaya houses 2"
2725,"arjawan, arjawan  dhahabi"
2726,"arkan  nada, arkan  nada apartments"
2727,"khozama, khozama pace"
2728,"aziziyah, aziziyah hotel, aziziyah hotel, aziziyah"
2729,"ghazali furnished suites, ghazali suites"
2730,"yarmouk oasis apartments, yarmouk oasis, yarmouk oasis"
2731,"ghaz  dhahabi, ghaz"
2732,"holiday villa yanbu, holiday villa"
2733,"ayan abha, ayan apartments abha"
2734,drwazet nakheel tourist village
2735,durat  saeed
2736,"hamd hotel apartments, hamd residences"
2737,"dost suites, dost hotel suites"
2738,zayer apartments
2739,"dana residential 2, dana residential hotel, dana residential apartments, dana residential 1"
2740,yi apartments
2741,"abdulmohsen  hokair   tourism  development, abdulmohsen  hokair tourism  development, abdulmohsen  hokair  tourism  development, abdulmohsen  hokair   tourism  development"
2742,"enwan suites, enwan suites hotel"
2743,suhul apartments
2744,"multaqa, multaqa"
2745,rose  muzen
2746,"snam hotel suites, snam suites"
2747,"bizerte, bizerte apartments, bizerte hotel"
2748,almakan suites 101
2749,jasmine palaces
2750,masaf apartments
2751,mawaddah  olayan
2752,dakhil houses
2753,houses trust
2754,villa masa dar kam 3
2755,"bakrah plaza palace, bakrah plaza"
2756,safa  mashaer
2757,"innova pharmacy (health house), health house pharmacy (innova), innova health house pharmacy"
2758,gulbarga apartments
2759,"furnished apartments, furnished apartments, m.q.s furnished apartments"
2760,jalla apartments
2761,manarat  aqsa
2762,nawfal apartments
2763,elaf aparthotel
2764,lord lodge
2765,"howard johnson dammam, howard johnson, howard johnson hotel"
2766,amwaj  ula
2767,khorawn apartments
2768,kenan alaziziyyah
2769,"funoon  raha, funoon"
2770,wow jazan entertainment
2771,"shally residence 2, shally residence 3, shally residence 1"
2772,tarateeb travel  tourism
2773,aber  takhassusi
2774,tharawat  khil
2775,anwar  mashaer
2776,rubat  janoub apartments
2777,mysk touch  bad rawafed
2778,samu wa  sam
2779,lafontaine durrat  hada
2780,layi  fakhama
2781,"riva apartments, riva furnished apartments"
2782,ghaym  sahab entertainment company
2783,"aleairy no.6, aleairy no.2, aleairy no.1, aleairy no.3, aleairy no. 4"
2784,snood  rayyan
2785,sweetest amassi
2786,"zahrat  manar 1, zahrat  manar 2, zahrat  manar, zahrat  manar apartments"
2787,"qasr  arjwani, qasr  arjwani"
2788,"palace   clouds, palace  clouds"
2789,dar  eiman  sud
2790,tarf  masi
2791,"hofuf hotel, hofuf, hofuf hotel"
2792,"tai, tai'"
2793,nouran pearl hotel
2794,area 54
2795,"mira hotel suites, mira suites"
2796,"delta jazan, delta"
2797,ar rusayfah
2798,"dar  maqam, dar  maqam"
2799,"samoo 1, dar  samoo, samoo 4"
2800,masaat  asil
2801,lafontaine gensta suites
2802,"samah, samah  diyafa"
2803,wahah rotana
2804,bonian  aziziah
2805,makeen
2806,dima oasis apartments
2807,"dar  janoub, janoub"
2808,althuraya apartments
2809,alalwan apartments
2810,taj hotels & resorts internation
2811,"masam, masam 5, masam"
2812,almakeya alrayan
2813,sukna almosafer
2814,elite  taif
2815,beit  amani
2816,"noor  manazel, manazel  noor"
2817,kyan  masi
2818,qout  musayyaf
2819,"furnished apartment, furnished apartment, furnished hotel apartment"
2820,zahrat  lulua
2821,aorfa apartments
2822,rehab  misk
2823,round hotel suites
2824,rokn shamoukh
2825,makhm
2826,sumuw  ayadabi
2827,barakat
2828,"marasi apartments, marasi yanbu"
2829,"rimas apartments, rimas hotel"
2830,"makarem park hotel, makarem park apartments, makarem park, makarem park"
2831,rokn  nami travel  tourism agency
2832,joud  qimma
2833,"blue pearl, blue pearl hotel"
2834,tharaa hotel complex (under construction)
2835,"lavender hotel, lavender apartments, lavender"
2836,"anwar  huda, anwar  huda"
2837,"manam apartments, manam, manam apartments"
2838,marina taiba
2839,dhiyafa quraish
2840,"sham'a  saraya, sham'at saraya"
2841,"durrah, durrah pace"
2842,"chet  sultan, sultan chet"
2843,"jameela, jameela, dar  jameela"
2844,"f houses, golden houses 1"
2845,"kadi  baha apartments, kadi  baha"
2846,"crowne, crowne jeddah"
2847,"emir apartments, emir, emir suites"
2848,beti hotels  real estate services
2849,"diar home hotel company, diar home hotel management company"
2850,"white moon, white moon hotel apartments"
2851,"bad  tayyib, bad  tayyib, bad  tayyib ajyad"
2852,"nafoura, nafoura, qasr  nafoura"
2853,"saraya building 2, saraya building"
2854,"kull  ayam, kull  ayam apartments"
2855,"faisia oasis, faisia"
2856,"anan suites, anan"
2857,"ahla  ayam apartments, ahla  ayam"
2858,"white suite apartments, white suite"
2859,"sama  sharq, sama  sharq"
2860,grand plaza dhabab
2861,"rawasi silver apartments, rawasi silver"
2862,musratak hotel
2863,faisaliah hotel
2864,marou hotel
2865,éclaté hotel
2866,khuzami bisha
2867,mashaeer hotel
2868,ard  mutamayyizah
2869,waddaq hotel
2870,t  munja hotel
2871,hotel  doctors
2872,palmer hotel
2873,mukhraf hotel
2874,lahore hotel
2875,"meera suites, meera"
2876,hotel 230
2877,hotel pennsylvania
2878,black mountain
2879,umrah hotel
2880,faisal residential complex
2881,our hotel
2882,zaza hotel
2883,"durrat saba apartments, durrat saba"
2884,"wadi, wadi'a, wadi apartments, wadi'a hotel"
2885,hafof hotel
2886,taif makkah
2887,rofan hotel
2888,tay hail furnished apartments
2889,kingdom hotel
2890,minas hotel
2891,first room
2892,zahra lemar furnished units
2893,amaken  kharj furnished apartments
2894,"naseem suites apartments, naseem suites"
2895,brouj  amiriya residenti units
2896,amein hotel
2897,hyatt north
2898,deyafa  muruj
2899,hotel ibn saeed
2900,yanbu hospitality
2901,rukn  amer apartments
2902,areen airport
2903,"dana  narges, dana  narges"
2904,wings  sunrise
2905,bayat  janoub hotel
2906,bustan furnished units 1
2907,"zahret  saad 6, zahret  saad, zahret  saad 1, zahret  saad 2"
2908,rabi' raval
2909,amalia furnished apartment hotel
2910,"sahraa, qasr sahraa"
2911,"eairy apartments, eairy"
2912,sowar furnished hotel apartments
2913,amwaj corniche
2914,"shorouq 2, shorouq"
2915,musharaf  madin hotel
2916,shati  nakheel
2917,altaif gate
2918,fal fragrance apartments
2919,"asrar jeddah apartments, asrar jeddah"
2920,"vivenda villas, vivenda"
2921,"diyarat internation furnished apartments, diyarat internation apartments"
2922,qimat  nujoom
2923,"holiday inn  ula, ula holiday inn"
2924,"rabigh park hotel, park rabigh, rabigh park"
2925,"yalla apartments, yalla hotel, yalla hotel"
2926,"aram hospitality limited, aram hospitality"
2927,"tariq, tariq  hayat"
2928,"luxury residence apartments, luxury residence"
2929,"barjas, barjas furnished apartments, barjas hotel"
2930,"bustan suites hotel, bustan hotel"
2931,"majd  dhahabi apartments, majd  dhahabi"
2932,manarat  tawhid
2933,ah
2934,"fajr  badea, fajr  badea 1"
2935,abhi furnished apartments
2936,"dana riyadh, dana  riyadh"
2937,"araak apartments, araak suites"
2938,"ramada tabuk, tabuk ramada"
2939,roshan tayyiba
2940,sakin  awwa
2941,"layi  sharq apartments, layi  sharq"
2942,"anwar  asil, anwar asil"
2943,"qasr nava, nava, nava apartments"
2944,"natwan residential units, natwan furnished residential units"
2945,"faba apartments, furnished apartments faba, faba"
2946,"garden view suites, garden view"
2947,"jeddah trident, trident jeddah"
2948,unity towers hotel
2949,"nour apartments, nour hotel"
2950,"othman hotel limited, othman hotel"
2951,sadir furnished apartments
2952,"saha hotel, saha, saha"
2953,"shada saudi arabia, saudi arabia"
2954,"home suites apartments, home suites"
2955,"anwar  musk hotel services, anwar  musk"
2956,"iman  manar, manar  iman"
2957,"jawar  noor, jawar  noor tower"
2958,"beit  mi'ad serviced apartments, bayt  mi'ad serviced apartments"
2959,"durrat mufaddal, durrat mufaddal hotel"
2960,"yanbu luxury apartments, luxury apartments yanbu"
2961,"barakah  tayyibah, barakah at tayyibah"
2962,shumukh  mashaer
2963,"ittihad  dhahabiya, ittihad  dhahabiya, ittihad  dhahabiya furnished apartments"
2964,"hala onaizah apartments, hala apartments onaizah"
2965,nakheel bisha
2966,"jawharat  arab apartments, jawharat  arab"
2967,fun time resort
2968,kady furnished apartments
2969,"adwa  qamar apartments, adwa  qamar"
2970,"swiss blue, swiss blue apartments, swiss blue hotel"
2971,twenty suites
2972,jaad mahabas
2973,"karam residences, taj karam residences"
2974,"villa tishreen, tishreen villa"
2975,"wadi jazan, wadi jazan apartments"
2976,"afkam  qasr apartments, afkam  qasr"
2977,"diar  hamra, diar  hamra"
